VGMQJB,1,900,416,TrueBlue,,0,0,0,0,0,1,1,0,0
OZZFGI,2,900,292,TrueBlue,,0,0,0,0,0,1,1,0,0
ZHKSTO,2,750,465,TrueBlue,,0,0,0,0,0,1,1,0,0
DTMDRQ,5,1200,380,,,0,0,0,0,0,1,1,0,0
ZYSKHG,3,650,316,,,0,0,0,0,0,1,1,0,0
ZBXVCB,2,450,237,,,0,0,0,0,0,1,1,0,0
RCRSMJ,2,600,109,TrueBlue,,0,0,0,0,0,1,1,0,0
OROYTO,2,500,474,,,0,0,0,1,0,1,1,0,0
NCESSZ,2,650,116,,,0,0,0,0,0,1,1,0,0
EOICZQ,1,400,146,,,0,0,0,0,0,1,1,0,0
ELDPSJ,2,650,116,TrueBlue,,0,0,0,0,0,1,1,0,0
MYDLXG,5,1425,896,TrueBlue,,0,0,0,1,0,1,1,0,0
WKHULE,3,1500,1184,TrueBlue,,0,0,0,0,0,1,1,0,0
HNQNQF,4,850,360,TrueBlue,,0,0,0,1,0,1,1,0,0
QKSUCY,2,750,155,TrueBlue,,0,0,0,0,0,1,1,0,0
BGQDJT,1,300,109,,,0,0,0,0,0,1,1,0,0
OHRINT,2,1200,109,TrueBlue,,0,0,0,0,0,1,1,0,0
FDVFFY,1,300,218,,,0,0,0,0,0,1,1,0,0
WVPGJJ,1,450,360,,,0,0,0,0,0,1,1,0,0
JITREY,4,700,416,,,0,0,0,1,0,1,1,0,0
GAQHVD,1,600,470,,,0,0,0,0,0,1,1,0,0
MRZFBB,3,700,155,TrueBlue,,0,0,0,0,0,1,1,0,0
QOFEZN,2,1550,1078,TrueBlue,,0,0,0,0,0,1,1,0,0
PKBOFR,1,450,360,,,0,0,0,0,0,1,1,0,0
UJGLWM,2,950,552,TrueBlue,,0,0,0,1,0,1,1,0,0
VYROVE,1,950,478,TrueBlue,,0,0,0,1,0,1,1,0,0
CKCMLJ,1,425,146,,,0,0,0,0,0,1,1,0,0
MKURDO,1,600,109,TrueBlue,,0,0,0,0,0,1,1,0,0
YKWFTM,1,700,310,TrueBlue,,0,0,0,0,0,1,1,0,0
PFLBKR,1,500,276,,,0,0,0,0,0,1,1,0,0
OCKNIR,1,300,109,,,0,0,0,0,0,1,1,0,0
NGCOLN,3,450,334,,,0,0,0,0,0,1,1,0,0
KGGMAG,1,850,215,TrueBlue,,0,0,0,0,0,1,1,0,0
WLWUFT,1,900,1145,,,0,0,0,0,0,1,1,0,0
GWVCMI,1,350,125,,,0,0,0,0,0,1,1,0,0
RIQUQF,1,450,180,,,0,0,0,0,0,1,1,0,0
CNSCAB,4,350,116,,,0,0,0,0,0,1,1,0,0
CDZBMM,1,450,167,,,0,0,0,0,0,1,1,0,0
ABVLIR,3,550,239,,,0,0,0,0,0,1,1,0,0
ENWCWO,1,950,582,TrueBlue,,0,0,0,0,0,1,1,0,0
VWAMSJ,1,400,146,,,0,0,0,0,0,1,1,0,0
HYTVII,1,450,334,,,0,0,0,0,0,1,1,0,0
JKDBXB,3,950,632,TrueBlue,,0,0,0,0,0,1,1,0,0
GULZOM,1,950,430,TrueBlue,,0,0,0,1,0,1,1,0,0
JTZAPZ,4,450,334,,,0,0,0,0,0,1,1,0,0
ANCTDT,2,900,190,TrueBlue,,0,0,0,0,0,1,1,0,0
FSOUQE,3,1125,739,TrueBlue,,0,0,0,1,0,1,1,0,0
HKAMVJ,1,1525,768,TrueBlue,,0,0,0,0,0,1,1,0,0
QARSHI,2,700,232,TrueBlue,,0,0,0,0,0,1,1,0,0
AVIQNS,1,750,238,TrueBlue,,0,0,0,0,0,1,1,0,0
FPVSDB,1,1500,768,TrueBlue,,0,0,0,0,0,1,1,0,0
RRENCL,2,700,232,TrueBlue,,0,0,0,0,0,1,1,0,0
KPLKDR,2,450,232,,,0,0,0,1,0,1,1,0,0
FBLNJB,1,350,116,,,0,0,0,0,0,1,1,0,0
VHCRXH,1,550,239,,,0,0,0,0,0,1,1,0,0
PGRMPS,1,800,146,TrueBlue,,0,0,0,1,0,1,1,0,0
VJTHVN,2,750,116,TrueBlue,,0,0,0,1,0,1,1,0,0
KAWOML,1,550,239,,,0,0,0,0,0,1,1,0,0
VXJTLU,2,1000,416,TrueBlue,,0,0,0,1,0,1,1,0,0
EVTJMR,2,450,237,,,0,0,0,0,0,1,1,0,0
AHLZJK,2,750,167,TrueBlue,,0,0,0,0,0,1,1,0,0
BQQROF,2,1200,650,TrueBlue,,0,0,0,0,0,1,1,0,0
MFUWHS,1,700,315,,,0,0,0,1,0,1,1,0,0
HDCAMD,1,600,315,,,0,0,0,0,0,1,1,0,0
QAYAAJ,1,350,125,,,0,0,0,0,0,1,1,0,0
QKKOVO,3,1275,416,TrueBlue,,0,0,0,1,0,1,1,0,0
LEMQNF,1,500,250,,,0,0,0,0,0,1,1,0,0
QPCUXB,1,550,430,,,0,0,0,0,0,1,1,0,0
LXMTBA,1,350,125,,,0,0,0,0,0,1,1,0,0
BAZBSS,3,1250,801,TrueBlue,,0,0,0,1,0,1,1,0,0
RSBSEY,2,950,605,TrueBlue,,0,0,0,0,1,1,1,0,0
IGTROO,2,350,116,,,0,0,0,0,0,1,1,0,0
NDOYNV,1,400,146,,,0,0,0,0,0,1,1,0,0
NYUNIN,2,850,180,TrueBlue,,0,0,0,1,0,1,1,0,0
WEQNOA,2,1000,239,TrueBlue,,0,0,0,1,0,1,1,0,0
RCOGRV,2,950,316,TrueBlue,,0,0,0,0,0,1,1,0,0
ITHEJY,1,1150,539,TrueBlue,,0,0,0,0,0,1,1,0,0
DVZGEV,2,600,109,TrueBlue,,0,0,0,0,0,1,1,0,0
QGHRNN,2,450,465,,,0,0,0,0,0,1,1,0,0
GFBZAR,1,1200,478,TrueBlue,,0,0,0,1,0,1,1,0,0
EOCOQI,1,500,424,,,0,0,0,0,0,1,1,0,0
JTHUUL,2,900,678,TrueBlue,,0,0,0,1,0,1,1,0,0
NAEJWT,1,400,146,,,0,0,0,0,0,1,1,0,0
JWHQSC,2,750,167,TrueBlue,,0,0,0,0,0,1,1,0,0
QRMZLP,1,450,334,,,0,0,0,0,0,1,1,0,0
GEHLEV,2,1000,310,TrueBlue,,0,0,0,1,0,1,1,0,0
ZXBLEX,3,850,167,,,0,0,0,0,0,1,1,0,0
UEDTQI,1,600,380,,,0,0,0,0,0,1,1,0,0
VDNIUI,1,650,116,TrueBlue,,0,0,0,0,0,1,1,0,0
YVQOOC,1,750,232,TrueBlue,,0,0,0,1,0,1,1,0,0
JDZVLI,2,800,474,TrueBlue,,0,0,0,0,0,1,1,0,0
MEVCMZ,2,850,155,TrueBlue,,0,0,0,1,0,1,1,0,0
DYBRYQ,2,750,167,TrueBlue,,0,0,0,0,0,1,1,0,0
UHCBHI,2,600,109,,,0,0,0,0,0,1,1,0,0
KLITSH,3,850,430,TrueBlue,,0,0,0,0,0,1,1,0,0
DGZYIL,1,650,875,,,0,0,0,0,0,1,1,0,0
PEXGUL,1,300,109,,,0,0,0,0,0,1,1,0,0
SJSQNG,1,350,116,,,0,0,0,0,0,1,1,0,0
RFRJYE,2,650,316,,,0,0,0,0,0,1,1,0,0
GDLATM,1,400,155,,,0,0,0,0,0,1,1,0,0
FBCDRX,1,650,125,TrueBlue,,0,0,0,0,0,1,1,0,0
EIQBNX,1,450,180,,,0,0,0,0,0,1,1,0,0
MSTAID,1,500,292,,,0,0,0,1,0,1,1,0,0
KZDNOM,2,1350,167,TrueBlue,,0,0,0,0,0,1,1,0,0
ZLWEGT,2,350,216,,,0,0,0,0,0,1,1,0,0
PYGZYE,2,450,232,,,0,0,0,1,0,1,1,0,0
FJERWK,1,950,215,TrueBlue,,0,0,0,1,0,1,1,0,0
QZMHFI,3,550,116,,,0,0,0,0,0,1,1,0,0
GDSFZA,1,1200,1184,,,0,0,0,0,0,1,1,0,0
HBXKYI,2,900,494,TrueBlue,,0,0,0,0,0,1,1,0,0
KHFYXB,1,850,478,TrueBlue,,0,0,0,0,0,1,1,0,0
XMEWOE,3,1050,215,TrueBlue,,0,0,0,0,0,1,1,0,0
SMXQHD,2,650,232,TrueBlue,,0,0,0,0,0,1,1,0,0
SSFKEP,2,450,334,,,0,0,0,0,0,1,1,0,0
FVMUNP,2,950,215,TrueBlue,,0,0,0,1,0,1,1,0,0
CSJSXN,2,350,116,,,0,0,0,0,0,1,1,0,0
OTXIIY,2,350,232,,,0,0,0,0,0,1,1,0,0
ATJOOF,2,650,316,,,0,0,0,0,0,1,1,0,0
SGSOBH,2,350,116,,,0,0,0,0,0,1,1,0,0
QNGTEJ,2,900,380,TrueBlue,,0,0,0,0,0,1,1,0,0
MWRSBT,2,650,316,,,0,0,0,0,0,1,1,0,0
SNVQWG,1,450,167,,,0,0,0,0,0,1,1,0,0
RIPYQX,1,550,540,,,0,0,0,0,0,1,1,0,0
GJHMIP,2,900,310,TrueBlue,,0,0,0,0,0,1,1,0,0
DYTSWX,1,700,109,TrueBlue,,0,0,0,1,0,1,1,0,0
RIXEIA,2,550,125,,,0,0,0,0,0,1,1,0,0
WUGARU,1,625,109,TrueBlue,,0,0,0,0,0,1,1,0,0
TJURZE,2,750,465,TrueBlue,,0,0,0,0,0,1,1,0,0
UNLQAU,1,400,292,,,0,0,0,0,0,1,1,0,0
FXCZYB,2,750,334,TrueBlue,,0,0,0,0,0,1,1,0,0
COHZBP,1,1000,430,TrueBlue,,0,0,0,1,0,1,1,0,0
JFOMDW,4,1100,276,TrueBlue,,0,0,0,1,0,1,1,0,0
PMCZRA,2,600,109,TrueBlue,,0,0,0,0,0,1,1,0,0
IYMZBI,4,1400,730,TrueBlue,,0,0,0,0,0,1,1,0,0
VTNXQT,2,1100,539,TrueBlue,,0,0,0,1,0,1,1,0,0
FXSJRN,2,1550,768,TrueBlue,,0,0,0,0,0,1,1,0,0
LUWOQI,1,375,116,,,0,0,0,0,0,1,1,0,0
PRRBHA,1,750,180,TrueBlue,,0,0,0,0,0,1,1,0,0
EQFSGN,2,900,239,TrueBlue,,0,0,0,0,0,1,1,0,0
GAMIVZ,1,600,416,,,0,0,0,0,0,1,1,0,0
CPPCYR,2,650,316,,,0,0,0,0,0,1,1,0,0
FOBBKU,1,3600,239,Mosaic,,0,0,0,0,0,1,1,0,0
EYHNRB,2,450,360,,,0,0,0,0,0,1,1,0,0
FYKGZA,2,950,167,TrueBlue,,0,0,0,0,0,1,1,0,0
TZZNNL,2,650,116,TrueBlue,,0,0,0,0,0,1,1,0,0
OTUMPK,1,850,239,,,0,0,0,0,0,1,1,0,1
DDIIGI,4,750,125,,,0,0,0,0,0,1,1,0,0
AIQUOX,1,400,146,,,0,0,0,0,0,1,1,0,0
NJVJVN,1,500,292,,,0,0,0,1,0,1,1,0,0
XULNGM,2,600,109,,,0,0,0,0,0,1,1,0,0
OJBODM,1,1200,650,TrueBlue,,0,0,0,0,0,1,1,0,0
ZIPLTR,2,1000,324,TrueBlue,,0,0,0,1,0,1,1,0,0
XNLMVL,2,1000,416,TrueBlue,,0,0,0,1,0,1,1,0,0
CGBXLJ,3,550,116,,,0,0,0,0,0,1,1,0,0
TKNAEH,3,750,632,,,0,0,0,1,0,1,1,0,0
LXTFVH,1,400,155,,,0,0,0,0,0,1,1,0,0
WQTNKE,1,450,266,,,0,0,0,0,0,1,1,0,0
JNMZWC,1,350,116,,,0,0,0,0,0,1,1,0,0
BYPSDP,1,350,116,,,0,0,0,0,0,1,1,0,0
QGLSMW,2,850,360,TrueBlue,,0,0,0,1,0,1,1,0,0
DEPYFP,2,700,470,,,0,0,0,1,0,1,1,0,0
SHMGHS,2,350,232,,,0,0,0,0,0,1,1,0,0
AMESTI,1,600,783,,,0,0,0,1,0,1,1,0,0
WYOSLZ,1,350,116,,,0,0,0,0,0,1,1,0,0
ENHXUX,2,400,146,,,0,0,0,0,0,1,1,0,0
LFELKC,7,500,292,,,0,0,0,1,0,1,1,0,0
OUASKF,1,350,232,,,0,0,0,0,0,1,1,0,0
XZQYOD,2,300,109,,,0,0,0,0,0,1,1,0,0
UOGMAQ,1,400,146,,,0,0,0,0,0,1,1,0,0
LRXEZS,1,450,167,,,0,0,0,0,0,1,1,0,0
JQAKWV,1,375,116,,,0,0,0,0,0,1,1,0,0
IBLQMM,3,650,430,,,0,0,0,1,0,1,1,0,0
GHLNGH,1,650,232,TrueBlue,,0,0,0,0,0,1,1,0,0
KMGDVW,2,350,116,,,0,0,0,0,0,1,1,0,0
PKGAAC,1,350,125,,,0,0,0,0,0,1,1,0,0
QLQJUG,1,400,146,,,0,0,0,0,0,1,1,0,0
DNGMMK,2,1350,180,TrueBlue,,0,0,0,0,0,1,1,0,0
BTOZVM,3,975,552,TrueBlue,,0,0,0,1,0,1,1,0,0
GDOVWE,1,650,116,TrueBlue,,0,0,0,0,0,1,1,0,0
LPEJPK,2,800,416,,,0,0,0,0,0,1,1,0,0
TLYTQL,1,3825,686,Mosaic,,0,0,0,1,0,1,1,0,0
LAWMBG,1,300,109,,,0,0,0,0,0,1,1,0,0
BIBNTJ,2,400,292,,,0,0,0,0,0,1,1,0,0
HQXWVJ,2,20450,146,,,0,0,0,0,0,1,1,0,0
GNGAWS,2,500,552,,,0,0,0,0,0,1,1,0,0
NCIMPC,1,1000,663,TrueBlue,,0,0,0,1,0,1,1,0,0
XGMOAY,3,650,316,,,0,0,0,0,0,1,1,0,0
QOQBXA,1,575,167,,,0,0,0,1,0,1,1,0,0
OMZMHB,1,1625,1527,TrueBlue,,0,0,0,1,0,1,1,0,0
PPYDXO,2,650,116,TrueBlue,,0,0,0,0,0,1,1,0,0
SDHYAA,2,600,208,,,0,0,0,0,0,1,1,0,0
ITSUTL,2,450,334,,,0,0,0,0,0,1,1,0,0
ETXMXH,4,750,180,TrueBlue,,0,0,0,0,0,1,1,0,0
ANCXND,1,675,232,TrueBlue,,0,0,0,0,0,1,1,0,0
FDBRLY,2,600,109,TrueBlue,,0,0,0,0,0,1,1,0,0
KLNUSB,1,400,146,,,0,0,0,0,0,1,1,0,0
EPILDD,1,600,109,TrueBlue,,0,0,0,0,0,1,1,0,0
QDUVRF,1,850,360,TrueBlue,,0,0,0,1,0,1,1,0,0
FXUACI,2,750,116,TrueBlue,,0,0,0,1,0,1,1,0,0
UABMKL,1,350,116,,,0,0,0,0,0,1,1,0,0
OIBBMX,1,450,167,,,0,0,0,0,0,1,1,0,0
PIRIYP,4,1000,292,TrueBlue,,0,0,0,1,0,1,1,0,0
OJZYXY,1,450,232,,,0,0,0,1,0,1,1,0,0
GANZEC,2,550,239,,,0,0,0,0,0,1,1,0,0
TLNYNL,4,900,552,,,0,0,0,0,0,1,1,0,0
WETKIE,2,650,180,,,0,0,0,0,0,1,1,0,0
WBRDJP,2,1250,116,TrueBlue,,0,0,0,0,0,1,1,0,0
CLOPNZ,1,650,125,TrueBlue,,0,0,0,0,0,1,1,0,0
NKEDRY,1,450,167,,,0,0,0,0,0,1,1,0,0
CPLDSC,2,950,316,TrueBlue,,0,0,0,0,0,1,1,0,0
ZNLGPE,1,350,125,,,0,0,0,0,0,1,1,0,0
OJTFTZ,2,600,416,,,0,0,0,0,0,1,1,0,0
AAUBJB,1,850,180,TrueBlue,,0,0,0,1,0,1,1,0,0
ZOPSUE,1,500,276,,,0,0,0,0,0,1,1,0,0
NNNQEB,1,300,109,,,0,0,0,0,0,1,1,0,0
FUOPSC,1,300,109,,,0,0,0,0,0,1,1,0,0
DRWSKO,1,950,316,TrueBlue,,0,0,0,0,0,1,1,0,0
BJAJQQ,2,1200,1300,TrueBlue,,0,0,0,0,0,1,1,0,0
NKOSYH,2,1200,552,,,0,0,0,0,0,1,1,0,0
QIXGCK,3,650,430,,,0,0,0,1,0,1,1,0,0
ZPDTCA,2,1200,768,,,0,0,0,0,0,1,1,0,0
DJUMZC,2,550,430,,,0,0,0,0,0,1,1,0,0
HZZIJH,2,650,116,TrueBlue,,0,0,0,0,0,1,1,0,0
YQIRXP,1,1025,580,TrueBlue,,0,0,0,1,0,1,1,0,0
TFCARN,1,725,146,TrueBlue,,0,0,0,0,0,1,1,0,0
IFGSZP,1,1200,768,,,0,0,0,0,0,1,1,0,0
LQYYWF,1,500,648,,,0,0,0,0,0,1,1,0,0
KJDMEO,2,550,580,,,0,0,0,1,0,1,1,0,0
KJOKOF,1,750,310,TrueBlue,,0,0,0,0,0,1,1,0,0
MEJWVZ,1,750,167,TrueBlue,,0,0,0,0,0,1,1,0,0
FYUJIF,1,675,116,TrueBlue,,0,0,0,0,0,1,1,0,0
RTZILM,1,850,360,TrueBlue,,0,0,0,1,0,1,1,0,0
SULLWM,1,300,109,,,0,0,0,0,0,1,1,0,0
CSXZZB,1,550,180,,,0,0,0,1,0,1,1,0,0
MUGLOB,1,650,116,TrueBlue,,0,0,0,0,0,1,1,0,0
NWGQQJ,1,750,167,,,0,0,0,1,0,1,1,0,0
LXJRSI,1,550,239,,,0,0,0,0,0,1,1,0,0
CAIFVR,1,1200,768,,,0,0,0,0,0,1,1,0,0
FBKWSU,1,1000,239,TrueBlue,,0,0,0,1,0,1,1,0,0
BFGNQN,2,700,116,TrueBlue,,0,0,0,0,0,1,1,0,0
KNNDEI,1,700,155,TrueBlue,,0,0,0,0,0,1,1,0,0
GPXVZV,1,350,116,,,0,0,0,0,0,1,1,0,0
HWELNI,2,650,125,,,0,0,0,0,0,1,1,0,0
BBDSQN,2,750,272,TrueBlue,,0,0,0,0,0,1,1,0,0
QHTEFO,2,20450,146,,,0,0,0,0,0,1,1,0,0
TTWDAQ,1,600,208,,,0,0,0,0,0,1,1,0,0
IPSSON,2,350,245,,,0,0,0,0,0,1,1,0,0
DEOPWO,1,450,180,,,0,0,0,0,0,1,1,0,0
IIUSYI,1,1300,650,TrueBlue,,0,0,0,1,0,1,1,0,0
UUKHIY,2,700,155,TrueBlue,,0,0,0,0,0,1,1,0,0
HUHSPE,2,800,292,TrueBlue,,0,0,0,1,0,1,1,0,0
NVZICP,2,750,423,,,0,0,0,0,0,1,1,0,0
MJGZDE,2,300,109,,,0,0,0,0,0,1,1,0,0
YQUZNJ,2,650,116,TrueBlue,,0,0,0,0,0,1,1,0,0
ILWEZY,4,800,155,TrueBlue,,0,0,0,1,0,1,1,0,0
WNIZCY,2,450,116,,,0,0,0,1,0,1,1,0,0
JSNVLL,1,1500,768,TrueBlue,,0,0,0,0,0,1,1,0,0
IBYBZQ,1,700,146,TrueBlue,,0,0,0,0,0,1,1,0,0
CIXKAN,4,2300,416,TrueBlue,,0,0,0,1,0,1,1,0,0
DKRCNO,1,550,334,,,0,0,0,1,0,1,1,0,0
TDBRGT,2,550,556,,,0,0,0,0,0,1,1,0,0
SIQUKE,1,300,109,,,0,0,0,0,0,1,1,0,0
TNFVDE,2,700,155,TrueBlue,,0,0,0,0,0,1,1,0,0
HAPYEL,1,750,324,TrueBlue,,0,0,0,1,0,1,1,0,0
QJEIUY,2,650,474,,,0,0,0,1,0,1,1,0,0
YELZRI,1,900,215,TrueBlue,,0,0,0,0,0,1,1,0,0
CHNCHA,2,650,125,TrueBlue,,0,0,0,0,0,1,1,0,0
AFKTWQ,1,450,167,,,0,0,0,0,0,1,1,0,0
DRJDMM,3,600,380,,,0,0,0,0,0,1,1,0,0
CFKWGH,1,350,116,,,0,0,0,0,0,1,1,0,0
HUGCQV,1,850,465,TrueBlue,,0,0,0,1,0,1,1,0,0
TINOBA,1,400,201,,,0,0,0,0,0,1,1,0,0
VYBDQP,2,450,360,,,0,0,0,0,0,1,1,0,0
KMTQZC,1,550,530,,,0,0,0,1,0,1,1,0,0
FEQWBH,2,1200,416,TrueBlue,,0,0,0,1,0,1,1,0,0
BVZKJN,2,450,232,,,0,0,0,1,0,1,1,0,0
FMGEQW,2,750,232,TrueBlue,,0,0,0,1,0,1,1,0,0
ILOKDD,4,450,324,,,0,0,0,1,0,1,1,0,0
KHSAKZ,1,1150,334,TrueBlue,,0,0,0,1,0,1,1,0,0
